Starttid;Sluttid;Energi_KWh;Dygnsmedel;Bergsvärme
2021-02-14 00:00;2021-02-14 23:59;48;;
2021-02-15 00:00;2021-02-15 23:59;42;;
2021-02-16 00:00;2021-02-16 23:59;48;;
2021-02-17 00:00;2021-02-17 23:59;58;;
2021-02-18 00:00;2021-02-18 23:59;54;;
2021-02-19 00:00;2021-02-19 23:59;48;;
2021-02-20 00:00;2021-02-20 23:59;51;;
2021-02-21 00:00;2021-02-21 23:59;53;;
2021-02-22 00:00;2021-02-22 23:59;49;;
2021-02-23 00:00;2021-02-23 23:59;52;;
2021-02-24 00:00;2021-02-24 23:59;47;;
2021-02-25 00:00;2021-02-25 23:59;36;;
2021-02-26 00:00;2021-02-26 23:59;33;;
2021-02-27 00:00;2021-02-27 23:59;33;;
2021-02-28 00:00;2021-02-28 23:59;31;;
2021-03-01 00:00;2021-03-01 23:59;30;;
2021-03-02 00:00;2021-03-02 23:59;31;;
2021-03-03 00:00;2021-03-03 23:59;37;;
2021-03-04 00:00;2021-03-04 23:59;39;;
2021-03-05 00:00;2021-03-05 23:59;42;;
2021-03-06 00:00;2021-03-06 23:59;40;;
2021-03-07 00:00;2021-03-07 23:59;41;;
2021-03-08 00:00;2021-03-08 23:59;40;;
2021-03-09 00:00;2021-03-09 23:59;41;;
2021-03-10 00:00;2021-03-10 23:59;49;;
2021-03-11 00:00;2021-03-11 23:59;48;;
2021-03-12 00:00;2021-03-12 23:59;42;;
2021-03-13 00:00;2021-03-13 23:59;45;;
2021-03-14 00:00;2021-03-14 23:59;38;;
2021-03-15 00:00;2021-03-15 23:59;37;;
2021-03-16 00:00;2021-03-16 23:59;38;;
2021-03-17 00:00;2021-03-17 23:59;40;;
2021-03-18 00:00;2021-03-18 23:59;40;;
2021-03-19 00:00;2021-03-19 23:59;41;;
2021-03-20 00:00;2021-03-20 23:59;38;;
2021-03-21 00:00;2021-03-21 23:59;34;;
2021-03-22 00:00;2021-03-22 23:59;32;;
2021-03-23 00:00;2021-03-23 23:59;28;;
2021-03-24 00:00;2021-03-24 23:59;27;;
2021-03-25 00:00;2021-03-25 23:59;28;;
2021-03-26 00:00;2021-03-26 23:59;32;;
2021-03-27 00:00;2021-03-27 23:59;35;;
2021-03-28 00:00;2021-03-28 23:59;37;;
2021-03-29 00:00;2021-03-29 23:59;32;;
2021-03-30 00:00;2021-03-30 23:59;32;;
2021-03-31 00:00;2021-03-31 23:59;32;;
2021-04-01 00:00;2021-04-01 23:59;29;;
2021-04-02 00:00;2021-04-02 23:59;28;;
2021-04-03 00:00;2021-04-03 23:59;28;;
2021-04-04 00:00;2021-04-04 23:59;28;;
2021-04-05 00:00;2021-04-05 23:59;32;;
2021-04-06 00:00;2021-04-06 23:59;31;;
2021-04-07 00:00;2021-04-07 23:59;28;;
2021-04-08 00:00;2021-04-08 23:59;28;;
2021-04-09 00:00;2021-04-09 23:59;33;;
2021-04-10 00:00;2021-04-10 23:59;37;;
2021-04-11 00:00;2021-04-11 23:59;31;;
2021-04-12 00:00;2021-04-12 23:59;33;;
2021-04-13 00:00;2021-04-13 23:59;37;;
2021-04-14 00:00;2021-04-14 23:59;34;;
2021-04-15 00:00;2021-04-15 23:59;27;;
2021-04-16 00:00;2021-04-16 23:59;24;;
2021-04-17 00:00;2021-04-17 23:59;26;;
2021-04-18 00:00;2021-04-18 23:59;25;;
2021-04-19 00:00;2021-04-19 23:59;24;;
2021-04-20 00:00;2021-04-20 23:59;24;;
2021-04-21 00:00;2021-04-21 23:59;24;;
2021-04-22 00:00;2021-04-22 23:59;26;;
2021-04-23 00:00;2021-04-23 23:59;32;;
2021-04-24 00:00;2021-04-24 23:59;38;;
2021-04-25 00:00;2021-04-25 23:59;36;;
2021-04-26 00:00;2021-04-26 23:59;30;;
2021-04-27 00:00;2021-04-27 23:59;28;;
2021-04-28 00:00;2021-04-28 23:59;29;;
2021-04-29 00:00;2021-04-29 23:59;33;;
2021-04-30 00:00;2021-04-30 23:59;27;;
2021-05-01 00:00;2021-05-01 23:59;24;;
2021-05-02 00:00;2021-05-02 23:59;25;;
2021-05-03 00:00;2021-05-03 23:59;28;;
2021-05-04 00:00;2021-05-04 23:59;25;;
2021-05-05 00:00;2021-05-05 23:59;27;;
2021-05-06 00:00;2021-05-06 23:59;24;;
2021-05-07 00:00;2021-05-07 23:59;29;;
2021-05-08 00:00;2021-05-08 23:59;32;;
2021-05-09 00:00;2021-05-09 23:59;28;;
2021-05-10 00:00;2021-05-10 23:59;28;;
2021-05-11 00:00;2021-05-11 23:59;27;;
2021-05-12 00:00;2021-05-12 23:59;19;;
2021-05-13 00:00;2021-05-13 23:59;16;;
2021-05-14 00:00;2021-05-14 23:59;18;;
2021-05-15 00:00;2021-05-15 23:59;19;;
2021-05-16 00:00;2021-05-16 23:59;26;;
2021-05-17 00:00;2021-05-17 23:59;22;;
2021-05-18 00:00;2021-05-18 23:59;20;;
2021-05-19 00:00;2021-05-19 23:59;23;;
2021-05-20 00:00;2021-05-20 23:59;20;;
2021-05-21 00:00;2021-05-21 23:59;27;;
2021-05-22 00:00;2021-05-22 23:59;33;;
2021-05-23 00:00;2021-05-23 23:59;27;;
2021-05-24 00:00;2021-05-24 23:59;27;;
2021-05-25 00:00;2021-05-25 23:59;28;;
2021-05-26 00:00;2021-05-26 23:59;22;;
2021-05-27 00:00;2021-05-27 23:59;21;;
2021-05-28 00:00;2021-05-28 23:59;7;;
2021-05-29 00:00;2021-05-29 23:59;0;;
2021-05-30 00:00;2021-05-30 23:59;0;;
2021-05-31 00:00;2021-05-31 23:59;0;;
2021-06-01 00:00;2021-06-01 23:59;3;;
2021-06-02 00:00;2021-06-02 23:59;11;;
2021-06-03 00:00;2021-06-03 23:59;8;;
2021-06-04 00:00;2021-06-04 23:59;5;;
2021-06-05 00:00;2021-06-05 23:59;0;;
2021-06-06 00:00;2021-06-06 23:59;0;;
2021-06-07 00:00;2021-06-07 23:59;0;;
2021-06-08 00:00;2021-06-08 23:59;2;;
2021-06-09 00:00;2021-06-09 23:59;8;;
2021-06-10 00:00;2021-06-10 23:59;7;;
2021-06-11 00:00;2021-06-11 23:59;14;;
2021-06-12 00:00;2021-06-12 23:59;14;;
2021-06-13 00:00;2021-06-13 23:59;18;;
2021-06-14 00:00;2021-06-14 23:59;18;;
2021-06-15 00:00;2021-06-15 23:59;21;;
2021-06-16 00:00;2021-06-16 23:59;19;;
2021-06-17 00:00;2021-06-17 23:59;20;;
2021-06-18 00:00;2021-06-18 23:59;20;;
2021-06-19 00:00;2021-06-19 23:59;23;;
2021-06-20 00:00;2021-06-20 23:59;22;;
2021-06-21 00:00;2021-06-21 23:59;19;;
2021-06-22 00:00;2021-06-22 23:58;20;;
2021-06-23 00:00;2021-06-23 23:59;21;;
2021-06-24 00:00;2021-06-24 23:59;12;;
2021-06-25 00:00;2021-06-25 23:59;9;;
2021-06-26 00:00;2021-06-26 23:59;9;;
2021-06-27 00:00;2021-06-27 23:59;10;;
2021-06-28 00:00;2021-06-28 23:59;10;;
2021-06-29 00:00;2021-06-29 23:59;12;;
2021-06-30 00:00;2021-06-30 23:59;8;;
2021-07-01 00:00;2021-07-01 23:59;6;;
2021-07-02 00:00;2021-07-02 23:59;5;;
2021-07-03 00:00;2021-07-03 23:59;2;;
2021-07-04 00:00;2021-07-04 23:59;2;;
2021-07-05 00:00;2021-07-05 23:59;5;;
2021-07-06 00:00;2021-07-06 23:59;0;;
2021-07-07 00:00;2021-07-07 23:59;0;;
2021-07-08 00:00;2021-07-08 23:59;0;;
2021-07-09 00:00;2021-07-09 23:59;0;;
2021-07-10 00:00;2021-07-10 23:59;0;;
2021-07-11 00:00;2021-07-11 23:59;0;;
2021-07-12 00:00;2021-07-12 23:59;0;;
2021-07-13 00:00;2021-07-13 23:59;0;;
2021-07-14 00:00;2021-07-14 23:59;0;;
2021-07-15 00:00;2021-07-15 23:59;0;;
2021-07-16 00:00;2021-07-16 23:59;0;;
2021-07-17 00:00;2021-07-17 23:59;0;;
2021-07-18 00:00;2021-07-18 23:59;0;;
2021-07-19 00:00;2021-07-19 23:59;0;;
2021-07-20 00:00;2021-07-20 23:59;0;;
2021-07-21 00:00;2021-07-21 23:59;0;;
2021-07-22 00:00;2021-07-22 23:59;0;;
2021-07-23 00:00;2021-07-23 23:59;0;;
2021-07-24 00:00;2021-07-24 23:59;0;;
2021-07-25 00:00;2021-07-25 23:59;0;;
2021-07-26 00:00;2021-07-26 23:59;0;;
2021-07-27 00:00;2021-07-27 23:59;0;;
2021-07-28 00:00;2021-07-28 23:59;0;;
2021-07-29 00:00;2021-07-29 23:59;0;;
2021-07-30 00:00;2021-07-30 23:59;0;;
2021-07-31 00:00;2021-07-31 23:59;0;;
2021-08-01 00:00;2021-08-01 23:59;0;;
2021-08-02 00:00;2021-08-02 23:59;0;;
2021-08-03 00:00;2021-08-03 23:59;0;;
2021-08-04 00:00;2021-08-04 23:59;0;;
2021-08-05 00:00;2021-08-05 23:59;0;;
2021-08-06 00:00;2021-08-06 23:59;0;;
2021-08-07 00:00;2021-08-07 23:59;0;;
2021-08-08 00:00;2021-08-08 23:59;0;;
2021-08-09 00:00;2021-08-09 23:59;0;;
2021-08-10 00:00;2021-08-10 23:59;0;;
2021-08-11 00:00;2021-08-11 23:59;0;;
2021-08-12 00:00;2021-08-12 23:59;0;;
2021-08-13 00:00;2021-08-13 23:59;0;;
2021-08-14 00:00;2021-08-14 23:59;0;;
2021-08-15 00:00;2021-08-15 23:59;0;;
2021-08-16 00:00;2021-08-16 23:59;0;;
2021-08-17 00:00;2021-08-17 23:59;0;;
2021-08-18 00:00;2021-08-18 23:59;0;;
2021-08-19 00:00;2021-08-19 23:59;0;;
2021-08-20 00:00;2021-08-20 23:59;0;;
2021-08-21 00:00;2021-08-21 23:59;0;;
2021-08-22 00:00;2021-08-22 23:59;0;;
2021-08-23 00:00;2021-08-23 23:59;3;;
2021-08-24 00:00;2021-08-24 23:59;18;;
2021-08-25 00:00;2021-08-25 23:59;23;;
2021-08-26 00:00;2021-08-26 23:59;29;;
2021-08-27 00:00;2021-08-27 23:59;26;;
2021-08-28 00:00;2021-08-28 23:59;27;;
2021-08-29 00:00;2021-08-29 23:59;24;;
2021-08-30 00:00;2021-08-30 23:59;20;;
2021-08-31 00:00;2021-08-31 23:59;21;;
2021-09-01 00:00;2021-09-01 23:59;25;;
2021-09-02 00:00;2021-09-02 23:59;26;;
2021-09-03 00:00;2021-09-03 23:59;27;;
2021-09-04 00:00;2021-09-04 23:59;27;;
2021-09-05 00:00;2021-09-05 23:59;26;;
2021-09-06 00:00;2021-09-06 23:59;22;;
2021-09-07 00:00;2021-09-07 23:59;22;;
2021-09-08 00:00;2021-09-08 23:59;20;;
2021-09-09 00:00;2021-09-09 23:59;21;;
2021-09-10 00:00;2021-09-10 23:59;21;;
2021-09-11 00:00;2021-09-11 23:59;20;;
2021-09-12 00:00;2021-09-12 23:59;23;;
2021-09-13 00:00;2021-09-13 23:59;22;;
2021-09-14 00:00;2021-09-14 23:59;28;;
2021-09-15 00:00;2021-09-15 23:59;28;;
2021-09-16 00:00;2021-09-16 23:59;28;;
2021-09-17 00:00;2021-09-17 23:59;26;;
2021-09-18 00:00;2021-09-18 23:59;25;;
2021-09-19 00:00;2021-09-19 23:59;27;;
2021-09-20 00:00;2021-09-20 23:59;28;;
2021-09-21 00:00;2021-09-21 23:59;28;;
2021-09-22 00:00;2021-09-22 23:59;27;;
2021-09-23 00:00;2021-09-23 23:59;27;;
2021-09-24 00:00;2021-09-24 22:54;28;;
2021-09-25 02:02;2021-09-25 23:59;26;;
2021-09-26 00:00;2021-09-26 23:59;32;;
2021-09-27 00:00;2021-09-27 23:59;25;;
2021-09-28 00:00;2021-09-28 23:59;24;;
2021-09-29 00:00;2021-09-29 23:59;25;;
2021-09-30 00:00;2021-09-30 23:59;26;;
2021-10-01 00:00;2021-10-01 23:59;25;;
2021-10-02 00:00;2021-10-02 23:59;26;;
2021-10-03 00:00;2021-10-03 23:59;27;;
2021-10-04 00:00;2021-10-04 23:59;24;;
2021-10-05 00:00;2021-10-05 23:59;25;;
2021-10-06 00:00;2021-10-06 23:59;27;;
2021-10-07 00:00;2021-10-07 23:59;25;;
2021-10-08 00:00;2021-10-08 23:59;25;;
2021-10-09 00:00;2021-10-09 23:59;24;;
2021-10-10 00:00;2021-10-10 23:59;24;;
2021-10-11 00:00;2021-10-11 23:59;26;;
2021-10-12 00:00;2021-10-12 23:59;28;;
2021-10-13 00:00;2021-10-13 23:59;31;;
2021-10-14 00:00;2021-10-14 23:59;32;;
2021-10-15 00:00;2021-10-15 23:59;35;;
2021-10-16 00:00;2021-10-16 23:59;35;;
2021-10-17 00:00;2021-10-17 23:59;33;;
2021-10-18 00:00;2021-10-18 23:59;37;;
2021-10-19 00:00;2021-10-19 23:59;37;;
2021-10-20 00:00;2021-10-20 23:59;34;;
2021-10-21 00:00;2021-10-21 23:59;35;;
2021-10-22 00:00;2021-10-22 23:59;33;;
2021-10-23 00:00;2021-10-23 23:59;36;;
2021-10-24 00:00;2021-10-24 23:59;41;;
2021-10-25 00:00;2021-10-25 23:59;34;;
2021-10-26 00:00;2021-10-26 23:59;34;;
2021-10-27 00:00;2021-10-27 23:59;38;;
2021-10-28 00:00;2021-10-28 23:59;35;;
2021-10-29 00:00;2021-10-29 23:59;36;;
2021-10-30 00:00;2021-10-30 23:59;35;;
2021-10-31 00:00;2021-10-31 23:59;36;;
2021-11-01 00:00;2021-11-01 23:59;33;;
2021-11-02 00:00;2021-11-02 23:58;31;;
2021-11-03 00:00;2021-11-03 23:59;29;;
2021-11-04 00:00;2021-11-04 23:59;31;;
2021-11-05 00:00;2021-11-05 23:59;32;;
2021-11-06 00:00;2021-11-06 23:59;37;;
2021-11-07 00:00;2021-11-07 23:59;45;;
2021-11-08 00:00;2021-11-08 23:59;42;;
2021-11-09 00:00;2021-11-09 23:59;40;;
2021-11-10 00:00;2021-11-10 23:58;36;;
2021-11-11 00:00;2021-11-11 23:59;35;;
2021-11-12 00:00;2021-11-12 23:59;39;;
2021-11-13 00:00;2021-11-13 23:59;48;;
2021-11-14 00:00;2021-11-14 23:59;46;;
2021-11-15 00:00;2021-11-15 23:59;38;;
2021-11-16 00:00;2021-11-16 23:59;34;;
2021-11-17 00:00;2021-11-17 23:59;34;;
2021-11-18 00:00;2021-11-18 23:59;36;;
2021-11-19 00:00;2021-11-19 23:59;37;;
2021-11-20 00:00;2021-11-20 23:59;36;;
2021-11-21 00:00;2021-11-21 23:59;44;;
2021-11-22 00:00;2021-11-22 23:59;47;;
2021-11-23 00:00;2021-11-23 23:59;45;;
2021-11-24 00:00;2021-11-24 23:59;45;;
2021-11-25 00:00;2021-11-25 23:59;49;;
2021-11-26 00:00;2021-11-26 23:59;64;;
2021-11-27 00:00;2021-11-27 23:59;57;;
2021-11-28 00:00;2021-11-28 23:59;64;;
2021-11-29 00:00;2021-11-29 23:59;59;;
2021-11-30 00:00;2021-11-30 23:59;55;;
2021-12-01 00:00;2021-12-01 23:59;58;;
2021-12-02 00:00;2021-12-02 23:59;57;;
2021-12-03 00:00;2021-12-03 23:59;51;;
2021-12-04 00:00;2021-12-04 23:59;59;;
2021-12-05 00:00;2021-12-05 23:59;62;;
2021-12-06 00:00;2021-12-06 23:59;67;;
2021-12-07 00:00;2021-12-07 23:59;59;;
2021-12-08 00:00;2021-12-08 23:59;77;;
2021-12-09 00:00;2021-12-09 23:59;68;;
2021-12-10 00:00;2021-12-10 23:59;48;;
2021-12-11 00:00;2021-12-11 23:59;40;;
2021-12-12 00:00;2021-12-12 23:59;38;;
2021-12-13 00:00;2021-12-13 23:59;43;;
2021-12-14 00:00;2021-12-14 23:59;51;;
2021-12-15 00:00;2021-12-15 23:59;43;;
2021-12-16 00:02;2021-12-16 23:59;39;;
2021-12-17 00:00;2021-12-17 23:59;34;;
2021-12-18 00:01;2021-12-18 23:55;43;;
2021-12-19 00:03;2021-12-19 23:59;45;;
2021-12-20 00:00;2021-12-20 23:59;50;;
2021-12-21 00:00;2021-12-21 23:59;58;;
2021-12-22 00:00;2021-12-22 23:59;88;;
2021-12-23 00:00;2021-12-23 23:59;60;;
2021-12-24 00:00;2021-12-24 23:59;52;;
2021-12-25 00:00;2021-12-25 23:59;53;;
2021-12-26 00:00;2021-12-26 23:59;53;;
2021-12-27 00:00;2021-12-27 23:59;55;;
2021-12-28 00:00;2021-12-28 23:59;56;;
2021-12-29 00:00;2021-12-29 23:59;46;;
2021-12-30 00:00;2021-12-30 23:59;47;;
2021-12-31 00:00;2021-12-31 23:59;49;;
