Starttid;Sluttid;Energi_KWh;Dygnsmedel;Bergsvärme
2017-04-30 00:00;2017-04-30 23:59;35;0.9;1
2017-05-01 00:00;2017-05-01 23:59;35;3.9;1
2017-05-02 00:00;2017-05-02 23:59;29;6.1;1
2017-05-03 00:00;2017-05-03 23:59;27;5.1;1
2017-05-04 00:00;2017-05-04 23:59;25;5.2;1
2017-05-05 00:00;2017-05-05 23:59;24;11.4;1
2017-05-06 00:00;2017-05-06 23:59;25;5.4;1
2017-05-07 00:00;2017-05-07 23:59;30;2.1;1
2017-05-08 00:00;2017-05-08 23:59;27;1.4;1
2017-05-09 00:00;2017-05-09 23:59;27;1.3;1
2017-05-10 00:00;2017-05-10 23:59;26;1.5;1
2017-05-11 00:00;2017-05-11 23:59;29;1.6;1
2017-05-12 00:00;2017-05-12 23:59;26;1.9;1
2017-05-13 00:00;2017-05-13 23:59;28;3.7;1
2017-05-14 00:00;2017-05-14 23:59;28;3.7;1
2017-05-15 00:00;2017-05-15 23:59;23;3.6;1
2017-05-16 00:00;2017-05-16 23:59;22;5.3;1
2017-05-17 00:00;2017-05-17 23:59;23;7.8;1
2017-05-18 00:00;2017-05-18 23:59;22;5.8;1
2017-05-19 00:00;2017-05-19 23:59;24;9.1;1
2017-05-20 00:00;2017-05-20 23:59;19;9.5;1
2017-05-21 00:00;2017-05-21 23:59;19;9.7;1
2017-05-22 00:00;2017-05-22 23:59;15;10.4;1
2017-05-23 00:00;2017-05-23 23:59;18;10.3;1
2017-05-24 00:00;2017-05-24 23:59;15;11.1;1
2017-05-25 00:00;2017-05-25 23:59;18;12.7;1
2017-05-26 00:00;2017-05-26 23:59;19;8.9;1
2017-05-27 00:00;2017-05-27 23:59;15;7.5;1
2017-05-28 00:00;2017-05-28 23:59;23;5.6;1
2017-05-29 00:00;2017-05-29 23:59;19;7.3;1
2017-05-30 00:00;2017-05-30 23:59;16;7.1;1
2017-05-31 00:00;2017-05-31 23:59;15;7;1
2017-06-01 00:00;2017-06-01 23:59;17;5.4;1
2017-06-02 00:00;2017-06-02 23:59;18;5.8;1
2017-06-03 00:00;2017-06-03 23:59;23;7.6;1
2017-06-04 00:00;2017-06-04 23:59;15;7.5;1
2017-06-05 00:00;2017-06-05 23:59;16;8.3;1
2017-06-06 00:00;2017-06-06 23:59;17;10.6;1
2017-06-07 00:00;2017-06-07 23:59;11;14.4;1
2017-06-08 00:00;2017-06-08 23:59;12;17.8;1
2017-06-09 00:00;2017-06-09 23:59;12;15.9;1
2017-06-10 00:00;2017-06-10 23:59;11;15.6;1
2017-06-11 00:00;2017-06-11 23:59;17;15.1;1
2017-06-12 00:00;2017-06-12 23:59;13;12.9;1
2017-06-13 00:00;2017-06-13 23:59;13;14.8;1
2017-06-14 00:00;2017-06-14 23:59;13;15;1
2017-06-15 00:00;2017-06-15 23:59;11;17.2;1
2017-06-16 00:00;2017-06-16 23:59;13;17.2;1
2017-06-17 00:00;2017-06-17 23:59;13;17.4;1
2017-06-18 00:00;2017-06-18 23:59;17;16.7;1
2017-06-19 00:00;2017-06-19 23:59;11;Nan;1
2017-06-20 00:00;2017-06-20 23:59;15;13.6;1
2017-06-21 00:00;2017-06-21 23:59;14;11.9;1
2017-06-22 00:00;2017-06-22 23:59;16;8.1;1
2017-06-23 00:00;2017-06-23 23:59;20;10.2;1
2017-06-24 00:00;2017-06-24 23:59;22;11.3;1
2017-06-25 00:00;2017-06-25 23:59;17;11.1;1
2017-06-26 00:00;2017-06-26 23:59;18;11.5;1
2017-06-27 00:00;2017-06-27 23:59;20;12.7;1
2017-06-28 00:00;2017-06-28 23:59;18;13.5;1
2017-06-29 00:00;2017-06-29 23:59;15;14.1;1
2017-06-30 00:00;2017-06-30 23:59;14;15.2;1
2017-07-01 00:00;2017-07-01 23:59;12;16;1
2017-07-02 00:00;2017-07-02 23:59;11;16.5;1
2017-07-03 00:00;2017-07-03 23:59;17;16.1;1
2017-07-04 00:00;2017-07-04 23:59;22;11.4;1
2017-07-05 00:00;2017-07-05 23:59;26;8.2;1
2017-07-06 00:00;2017-07-06 23:59;20;10.1;1
2017-07-07 00:00;2017-07-07 23:59;19;11.7;1
2017-07-08 00:00;2017-07-08 23:59;19;13.1;1
2017-07-09 00:00;2017-07-09 23:59;20;14.6;1
2017-07-10 00:00;2017-07-10 23:59;17;14.2;1
2017-07-11 00:00;2017-07-11 23:59;15;14.4;1
2017-07-12 00:00;2017-07-12 23:59;5;16.7;1
2017-07-13 00:00;2017-07-13 23:59;5;16.8;1
2017-07-14 00:00;2017-07-14 23:59;5;13;1
2017-07-15 00:00;2017-07-15 23:59;6;14.8;1
2017-07-16 00:00;2017-07-16 23:59;5;15;1
2017-07-17 00:00;2017-07-17 23:59;7;13.9;1
2017-07-18 00:00;2017-07-18 23:59;9;11;1
2017-07-19 00:00;2017-07-19 23:59;8;11;1
2017-07-20 00:00;2017-07-20 23:59;8;12.8;1
2017-07-21 00:00;2017-07-21 23:59;8;13.2;1
2017-07-22 00:00;2017-07-22 23:59;7;13.2;1
2017-07-23 00:00;2017-07-23 23:59;8;15.8;1
2017-07-24 00:00;2017-07-24 23:59;4;18.3;1
2017-07-25 00:00;2017-07-25 23:59;5;18.1;1
2017-07-26 00:00;2017-07-26 23:59;6;17.8;1
2017-07-27 00:00;2017-07-27 23:59;14;17.8;1
2017-07-28 00:00;2017-07-28 23:59;7;17.8;1
2017-07-29 00:00;2017-07-29 23:59;5;17.9;1
2017-07-30 00:00;2017-07-30 23:59;5;18.2;1
2017-07-31 00:00;2017-07-31 23:59;9;15.5;1
2017-08-01 00:00;2017-08-01 23:59;7;15.6;1
2017-08-02 00:00;2017-08-02 23:59;12;15.7;1
2017-08-03 00:00;2017-08-03 23:59;10;16.5;1
2017-08-04 00:00;2017-08-04 23:59;8;15.7;1
2017-08-05 00:00;2017-08-05 23:59;4;16.1;1
2017-08-06 00:00;2017-08-06 23:59;7;14;1
2017-08-07 00:00;2017-08-07 23:59;10;13.1;1
2017-08-08 00:00;2017-08-08 23:59;9;14.2;1
2017-08-09 00:00;2017-08-09 23:59;10;15.7;1
2017-08-10 00:00;2017-08-10 23:59;8;15.2;1
2017-08-11 00:00;2017-08-11 23:59;8;15.6;1
2017-08-12 00:00;2017-08-12 23:59;5;17.2;1
2017-08-13 00:00;2017-08-13 23:59;5;15.1;1
2017-08-14 00:00;2017-08-14 23:59;9;13.4;1
2017-08-15 00:00;2017-08-15 23:59;11;13;1
2017-08-16 00:00;2017-08-16 23:59;12;12.8;1
2017-08-17 00:00;2017-08-17 23:59;10;13.8;1
2017-08-18 00:00;2017-08-18 23:59;9;13.4;1
2017-08-19 00:00;2017-08-19 23:59;8;14.3;1
2017-08-20 00:00;2017-08-20 23:59;10;14.4;1
2017-08-21 00:00;2017-08-21 23:59;14;13.5;1
2017-08-22 00:00;2017-08-22 23:59;13;11.7;1
2017-08-23 00:00;2017-08-23 23:59;11;9.8;1
2017-08-24 00:00;2017-08-24 23:59;15;7.3;1
2017-08-25 00:00;2017-08-25 23:59;12;7;1
2017-08-26 00:00;2017-08-26 23:59;11;7.7;1
2017-08-27 00:00;2017-08-27 23:59;11;8.9;1
2017-08-28 00:00;2017-08-28 23:59;15;9.4;1
2017-08-29 00:00;2017-08-29 23:59;13;12.8;1
2017-08-30 00:00;2017-08-30 23:59;10;12.8;1
2017-08-31 00:00;2017-08-31 23:59;10;13.3;1
2017-09-01 00:00;2017-09-01 23:59;8;11.5;1
2017-09-02 00:00;2017-09-02 23:59;8;10.1;1
2017-09-03 00:00;2017-09-03 23:59;12;9;1
2017-09-04 00:00;2017-09-04 23:59;12;9;1
2017-09-05 00:00;2017-09-05 23:59;13;7.8;1
2017-09-06 00:00;2017-09-06 23:59;11;6.9;1
2017-09-07 00:00;2017-09-07 23:59;11;7.3;1
2017-09-08 00:00;2017-09-08 23:59;10;9.3;1
2017-09-09 00:00;2017-09-09 23:59;11;9.1;1
2017-09-10 00:00;2017-09-10 23:59;13;11.3;1
2017-09-11 00:00;2017-09-11 23:59;17;12.7;1
2017-09-12 00:00;2017-09-12 23:59;16;11.7;1
2017-09-13 00:00;2017-09-13 23:59;18;11.6;1
2017-09-14 00:00;2017-09-14 23:59;14;9.4;1
2017-09-15 00:00;2017-09-15 23:59;14;6.5;1
2017-09-16 00:00;2017-09-16 23:59;13;6.9;1
2017-09-17 00:00;2017-09-17 23:59;14;8.2;1
2017-09-18 00:00;2017-09-18 23:59;16;8.9;1
2017-09-19 00:00;2017-09-19 23:59;19;6.5;1
2017-09-20 00:00;2017-09-20 23:59;18;6.3;1
2017-09-21 00:00;2017-09-21 23:59;18;7.7;1
2017-09-22 00:00;2017-09-22 23:59;17;8.4;1
2017-09-23 00:00;2017-09-23 23:59;16;9.1;1
2017-09-24 00:00;2017-09-24 23:59;16;9.8;1
2017-09-25 00:00;2017-09-25 23:59;17;9.7;1
2017-09-26 00:00;2017-09-26 23:59;13;9.8;1
2017-09-27 00:00;2017-09-27 23:59;17;7.6;1
2017-09-28 00:00;2017-09-28 23:59;17;7.3;1
2017-09-29 00:00;2017-09-29 23:59;15;5;1
2017-09-30 00:00;2017-09-30 23:59;14;7.1;1
2017-10-01 00:00;2017-10-01 23:59;18;6.8;1
2017-10-02 00:00;2017-10-02 23:59;17;8.1;1
2017-10-03 00:00;2017-10-03 23:59;19;7.9;1
2017-10-04 00:00;2017-10-04 23:59;19;7.4;1
2017-10-05 00:00;2017-10-05 23:59;17;6.9;1
2017-10-06 00:00;2017-10-06 23:59;17;7.2;1
2017-10-07 00:00;2017-10-07 23:59;15;6;1
2017-10-08 00:00;2017-10-08 23:59;18;5.4;1
2017-10-09 00:00;2017-10-09 23:59;20;5.7;1
2017-10-10 00:00;2017-10-10 23:59;20;4.3;1
2017-10-11 00:00;2017-10-11 23:59;22;4.9;1
2017-10-12 00:00;2017-10-12 23:59;20;4.9;1
2017-10-13 00:00;2017-10-13 23:59;19;4.4;1
2017-10-14 00:00;2017-10-14 23:59;16;5.7;1
2017-10-15 00:00;2017-10-15 23:59;21;5.7;1
2017-10-16 00:00;2017-10-16 23:59;15;7.3;1
2017-10-17 00:00;2017-10-17 23:59;15;5.1;1
2017-10-18 00:00;2017-10-18 23:59;21;-0.1;1
2017-10-19 00:00;2017-10-19 23:59;24;1.9;1
2017-10-20 00:01;2017-10-20 23:59;20;0.5;1
2017-10-21 00:00;2017-10-21 23:59;20;-2.6;1
2017-10-22 00:00;2017-10-22 23:59;33;-3.2;1
2017-10-23 00:00;2017-10-23 23:59;35;-3.9;1
2017-10-24 00:00;2017-10-24 23:59;27;-2;1
2017-10-25 00:00;2017-10-25 23:59;26;2;1
2017-10-26 00:00;2017-10-26 23:59;25;1;1
2017-10-27 00:00;2017-10-27 23:59;26;0.8;1
2017-10-28 00:00;2017-10-28 23:59;23;1.2;1
2017-10-29 00:00;2017-10-29 23:59;29;-0.4;1
2017-10-30 00:00;2017-10-30 23:59;30;-3;1
2017-10-31 00:00;2017-10-31 23:59;31;-6.2;1
2017-11-01 00:00;2017-11-01 23:59;34;-6;1
2017-11-02 00:00;2017-11-02 23:59;31;0.4;1
2017-11-03 00:00;2017-11-03 23:59;30;1.7;1
2017-11-04 00:00;2017-11-04 23:59;26;2.5;1
2017-11-05 00:00;2017-11-05 23:59;31;-0.6;1
2017-11-06 00:00;2017-11-06 23:59;29;2.1;1
2017-11-07 00:00;2017-11-07 23:59;29;-1.2;1
2017-11-08 00:00;2017-11-08 23:59;28;-1.7;1
2017-11-09 00:00;2017-11-09 23:59;24;2.5;1
2017-11-10 00:00;2017-11-10 23:59;26;0;1
2017-11-11 00:00;2017-11-11 23:59;33;-3.2;1
2017-11-12 00:00;2017-11-12 23:59;33;0.7;1
2017-11-13 00:00;2017-11-13 23:59;28;-0.2;1
2017-11-14 00:00;2017-11-14 23:59;33;-4.5;1
2017-11-15 00:00;2017-11-15 23:59;36;-10.9;1
2017-11-16 00:00;2017-11-16 23:59;38;-10.7;1
2017-11-17 00:00;2017-11-17 23:59;36;-2.7;1
2017-11-18 00:00;2017-11-18 23:59;36;-5.8;1
2017-11-19 00:00;2017-11-19 23:59;38;-6.6;1
2017-11-20 00:00;2017-11-20 23:59;38;-5.1;1
2017-11-21 00:00;2017-11-21 23:59;34;-2.5;1
2017-11-22 00:00;2017-11-22 23:59;34;-4.7;1
2017-11-23 00:00;2017-11-23 23:59;34;-2.6;1
2017-11-24 00:00;2017-11-24 23:59;30;1.6;1
2017-11-25 00:00;2017-11-25 23:59;34;-1.4;1
2017-11-26 00:00;2017-11-26 23:59;31;-2.3;1
2017-11-27 00:00;2017-11-27 23:59;34;-3.6;1
2017-11-28 00:00;2017-11-28 23:59;39;-11;1
2017-11-29 00:00;2017-11-29 23:59;47;-17.5;1
2017-11-30 00:00;2017-11-30 23:59;46;-9.6;1
2017-12-01 00:00;2017-12-01 23:59;45;-5.6;1
2017-12-02 00:00;2017-12-02 23:59;45;-6.1;1
2017-12-03 00:00;2017-12-03 23:59;39;-4.4;1
2017-12-04 00:00;2017-12-04 23:59;44;-8.4;1
2017-12-05 00:00;2017-12-05 23:59;49;-15.3;1
2017-12-06 00:00;2017-12-06 23:59;51;-17.8;1
2017-12-07 00:00;2017-12-07 23:59;51;-13.1;1
2017-12-08 00:00;2017-12-08 23:59;41;-0.4;1
2017-12-09 00:00;2017-12-09 23:59;39;1.3;1
2017-12-10 00:00;2017-12-10 23:59;38;0.7;1
2017-12-11 00:00;2017-12-11 23:59;37;-0.2;1
2017-12-12 00:00;2017-12-12 23:59;40;-1.8;1
2017-12-13 00:00;2017-12-13 23:59;45;-7.3;1
2017-12-14 00:00;2017-12-14 23:59;54;-13.2;1
2017-12-15 00:00;2017-12-15 23:59;39;-2.3;1
2017-12-16 00:00;2017-12-16 23:59;39;-4.9;1
2017-12-17 00:00;2017-12-17 23:59;51;-13.7;1
2017-12-18 00:00;2017-12-18 23:59;55;-15;1
2017-12-19 00:00;2017-12-19 23:59;48;-6.6;1
2017-12-20 00:00;2017-12-20 23:59;39;-0.1;1
2017-12-21 00:00;2017-12-21 23:59;42;-3.2;1
2017-12-22 00:00;2017-12-22 23:59;47;-9.5;1
2017-12-23 00:00;2017-12-23 23:59;51;-6.6;1
2017-12-24 00:00;2017-12-24 23:59;51;-14.9;1
2017-12-25 00:00;2017-12-25 23:59;56;-16.7;1
2017-12-26 00:00;2017-12-26 23:59;55;-13.5;1
2017-12-27 00:00;2017-12-27 23:59;46;-12.3;1
2017-12-28 00:00;2017-12-28 23:59;50;-11.3;1
2017-12-29 00:00;2017-12-29 23:59;46;-9.8;1
2017-12-30 00:00;2017-12-30 23:59;41;-4.7;1
2017-12-31 00:00;2017-12-31 23:59;41;-7.4;1
2018-01-01 00:00;2018-01-01 23:59;36;-1.3;1
2018-01-02 00:00;2018-01-02 23:59;40;-2.0;1
2018-01-03 00:00;2018-01-03 23:59;44;-6.8;1
2018-01-04 00:00;2018-01-04 23:59;46;-11.5;1
2018-01-05 00:00;2018-01-05 23:59;48;-7.4;1
2018-01-06 00:00;2018-01-06 23:59;47;-6.3;1
2018-01-07 00:00;2018-01-07 23:59;48;-10.8;1
2018-01-08 00:00;2018-01-08 23:59;47;-12.5;1
2018-01-09 00:00;2018-01-09 23:59;44;-7.5;1
2018-01-10 00:00;2018-01-10 23:59;44;-11.0;1
2018-01-11 00:00;2018-01-11 23:59;48;-11.3;1
2018-01-12 00:00;2018-01-12 23:59;48;-15.7;1
2018-01-13 00:00;2018-01-13 23:59;51;-14.4;1
2018-01-14 00:00;2018-01-14 23:59;43;-8.0;1
2018-01-15 00:00;2018-01-15 23:59;36;-2.1;1
2018-01-16 00:00;2018-01-16 23:59;45;-5.1;1
2018-01-17 00:00;2018-01-17 23:59;43;-6.0;1
2018-01-18 00:00;2018-01-18 23:59;42;-8.8;1
2018-01-19 00:00;2018-01-19 23:59;47;-10.6;1
2018-01-20 00:00;2018-01-20 23:59;48;-12.8;1
2018-01-21 00:00;2018-01-21 23:59;48;-11.5;1
2018-01-22 00:00;2018-01-22 23:59;45;-16.8;1
2018-01-23 00:00;2018-01-23 23:59;67;-25.4;1
2018-01-24 00:00;2018-01-24 23:59;50;-11.9;1
2018-01-25 00:00;2018-01-25 23:59;42;-3.3;1
2018-01-26 00:00;2018-01-26 23:59;52;-13.2;1
2018-01-27 00:00;2018-01-27 23:59;50;-13.7;1
2018-01-28 00:00;2018-01-28 23:59;50;-10.5;1
2018-01-29 00:00;2018-01-29 23:59;46;-10.4;1
2018-01-30 00:00;2018-01-30 23:59;49;-8.3;1
2018-01-31 00:00;2018-01-31 23:59;46;-7.2;1
2018-02-01 00:00;2018-02-01 23:59;50;-13.1;1
2018-02-02 00:00;2018-02-02 23:59;52;-15.8;1
2018-02-03 00:00;2018-02-03 23:59;47;-12.8;1
2018-02-04 00:00;2018-02-04 23:59;50;-19.0;1
2018-02-05 00:00;2018-02-05 23:59;57;-23.9;1
2018-02-06 00:00;2018-02-06 23:59;54;-17.8;1
2018-02-07 00:00;2018-02-07 23:59;49;-13.4;1
2018-02-08 00:00;2018-02-08 23:59;50;-17.6;1
2018-02-09 00:00;2018-02-09 23:59;41;-3.2;1
2018-02-10 00:00;2018-02-10 23:59;38;-3.1;1
2018-02-11 00:00;2018-02-11 23:59;40;-4.0;1
2018-02-12 00:00;2018-02-12 23:59;43;-5.5;1
2018-02-13 00:00;2018-02-13 23:59;38;-2.9;1
2018-02-14 00:00;2018-02-14 23:59;39;-0.8;1
2018-02-15 00:00;2018-02-15 23:59;38;-2.3;1
2018-02-16 00:00;2018-02-16 23:59;42;-3.7;1
2018-02-17 00:00;2018-02-17 23:59;38;-5.7;1
2018-02-18 00:00;2018-02-18 23:59;43;-8.7;1
2018-02-19 00:00;2018-02-19 23:59;47;-11.4;1
2018-02-20 00:00;2018-02-20 23:59;50;-16.6;1
2018-02-21 00:00;2018-02-21 23:59;49;-18.4;1
2018-02-22 00:00;2018-02-22 23:59;53;-20.3;1
2018-02-23 00:00;2018-02-23 23:59;47;-14.4;1
2018-02-24 00:00;2018-02-24 23:59;52;-20.3;1
2018-02-25 00:00;2018-02-25 23:59;51;-16.4;1
2018-02-26 00:00;2018-02-26 23:59;45;-9.6;1
2018-02-27 00:00;2018-02-27 23:59;44;-13.2;1
2018-02-28 00:00;2018-02-28 23:59;50;-18.7;1
2018-03-01 00:00;2018-03-01 23:59;42;-12.8;1
2018-03-02 00:00;2018-03-02 23:59;38;-5.8;1
2018-03-03 00:00;2018-03-03 23:59;33;-6.1;1
2018-03-04 00:00;2018-03-04 23:59;43;-8.1;1
2018-03-05 00:00;2018-03-05 23:59;48;-11.9;1
2018-03-06 00:00;2018-03-06 23:59;43;-13.9;1
2018-03-07 00:00;2018-03-07 23:59;51;-11.5;1
2018-03-08 00:00;2018-03-08 23:59;49;-9.7;1
2018-03-09 00:00;2018-03-09 23:59;48;-8.1;1
2018-03-10 00:00;2018-03-10 23:59;45;-3.6;1
2018-03-11 00:00;2018-03-11 23:59;44;-5.2;1
2018-03-12 00:00;2018-03-12 23:59;50;-12.1;1
2018-03-13 00:00;2018-03-13 23:59;44;-6.9;1
2018-03-14 00:00;2018-03-14 23:59;41;-7.0;1
2018-03-15 00:00;2018-03-15 23:59;46;-9.7;1
2018-03-16 00:00;2018-03-16 23:59;41;-10.8;1
2018-03-17 00:00;2018-03-17 23:59;36;-8.9;1
2018-03-18 00:00;2018-03-18 23:59;40;-0.4;1
2018-03-19 00:00;2018-03-19 23:59;38;-3.7;1
2018-03-20 00:00;2018-03-20 23:59;41;-7.3;1
2018-03-21 00:00;2018-03-21 23:59;34;-2.3;1
2018-03-22 00:00;2018-03-22 23:59;34;-3.5;1
2018-03-23 00:00;2018-03-23 23:59;41;-9.6;1
2018-03-24 00:00;2018-03-24 23:59;40;-7.2;1
2018-03-25 00:00;2018-03-25 23:59;38;-7.0;1
2018-03-26 00:00;2018-03-26 23:59;39;-6.4;1
2018-03-27 00:00;2018-03-27 23:59;38;-7.1;1
2018-03-28 00:00;2018-03-28 23:59;38;-3.0;1
2018-03-29 00:00;2018-03-29 23:59;33;-3.0;1
2018-03-30 00:00;2018-03-30 23:59;30;-4.8;1
2018-03-31 00:00;2018-03-31 23:59;31;-5.2;1
2018-04-01 00:00;2018-04-01 23:59;28;-6.9;1
2018-04-02 00:00;2018-04-02 23:59;34;-4.7;1
2018-04-03 00:00;2018-04-03 23:59;36;-2.3;1
2018-04-04 00:00;2018-04-04 23:59;37;-4.1;1
2018-04-05 00:00;2018-04-05 23:59;31;-0.1;1
2018-04-06 00:00;2018-04-06 23:59;37;0.6;1
2018-04-07 00:00;2018-04-07 23:59;30;0.2;1
2018-04-08 00:00;2018-04-08 23:59;37;-2.5;1
2018-04-09 00:00;2018-04-09 23:59;30;-0.8;1
2018-04-10 00:00;2018-04-10 23:59;30;-0.5;1
2018-04-11 00:00;2018-04-11 23:59;31;-0.7;1
2018-04-12 00:01;2018-04-12 23:59;28;-0.3;1
2018-04-13 00:00;2018-04-13 23:59;27;-1.7;1
2018-04-14 00:00;2018-04-14 23:59;23;0.9;1
2018-04-15 00:00;2018-04-15 23:59;26;2.0;1
2018-04-16 00:00;2018-04-16 23:59;25;2.5;1
2018-04-17 00:00;2018-04-17 23:59;25;4.2;1
2018-04-18 00:00;2018-04-18 23:59;22;4.2;1
2018-04-19 00:01;2018-04-19 23:59;23;5.0;1
2018-04-20 00:00;2018-04-20 23:59;21;4.2;1
2018-04-21 00:00;2018-04-21 23:59;30;1.7;1
2018-04-22 00:00;2018-04-22 23:59;30;2.3;1
2018-04-23 00:00;2018-04-23 23:59;27;1.6;1
2018-04-24 00:00;2018-04-24 23:59;26;1.5;1
2018-04-25 00:00;2018-04-25 23:59;24;3.4;1
2018-04-26 00:00;2018-04-26 23:59;23;4.7;1
2018-04-27 00:00;2018-04-27 23:59;22;4.3;1
2018-04-28 00:00;2018-04-28 23:59;18;4.7;1
2018-04-29 00:00;2018-04-29 23:59;21;4.5;1
2018-04-30 00:00;2018-04-30 23:59;21;2.9;1
2018-05-01 00:00;2018-05-01 23:59;26;3.7;1
2018-05-02 00:00;2018-05-02 23:59;27;2.1;1
2018-05-03 00:00;2018-05-03 23:59;29;2.2;1
2018-05-04 00:00;2018-05-04 23:59;29;3.0;1
2018-05-05 00:00;2018-05-05 23:59;22;6.0;1
2018-05-06 00:00;2018-05-06 23:59;25;8.5;1
2018-05-07 00:00;2018-05-07 23:59;22;4.7;1
2018-05-08 00:00;2018-05-08 23:59;22;6.4;1
2018-05-09 00:00;2018-05-09 23:59;22;8.6;1
2018-05-10 00:00;2018-05-10 23:59;16;10.7;1
2018-05-11 00:00;2018-05-11 23:59;16;10.4;1
2018-05-12 00:00;2018-05-12 23:59;15;12.7;1
2018-05-13 00:00;2018-05-13 23:59;22;12.4;1
2018-05-14 00:00;2018-05-14 23:59;17;14.2;1
2018-05-15 00:00;2018-05-15 23:59;17;17.8;1
2018-05-16 00:00;2018-05-16 23:59;16;17.8;1
2018-05-17 00:00;2018-05-17 23:59;16;12.3;1
2018-05-18 00:00;2018-05-18 23:59;17;10.2;1
2018-05-19 00:00;2018-05-19 23:59;22;11.3;1
2018-05-20 00:00;2018-05-20 23:59;19;12.8;1
2018-05-21 00:00;2018-05-21 23:59;17;16.4;1
2018-05-22 00:00;2018-05-22 23:59;18;14.3;1
2018-05-23 00:00;2018-05-23 23:59;16;11.9;1
2018-05-24 00:00;2018-05-24 23:59;15;10.9;1
2018-05-25 00:00;2018-05-25 23:59;14;16.4;1
2018-05-26 00:00;2018-05-26 23:59;9;14.7;1
2018-05-27 00:00;2018-05-27 23:59;17;12.0;1
2018-05-28 00:00;2018-05-28 23:59;11;17.4;1
2018-05-29 00:00;2018-05-29 23:59;16;17.9;1
2018-05-30 00:00;2018-05-30 23:59;13;14.6;1
2018-05-31 00:00;2018-05-31 23:59;14;11.2;1
2018-06-01 00:00;2018-06-01 23:59;13;17.6;1
2018-06-02 00:00;2018-06-02 23:59;13;15.3;1
2018-06-03 00:00;2018-06-03 23:59;14;13.6;1
2018-06-04 00:00;2018-06-04 23:59;15;10.5;1
2018-06-05 00:00;2018-06-05 23:59;19;9.0;1
2018-06-06 00:00;2018-06-06 23:59;17;9.1;1
2018-06-07 00:00;2018-06-07 23:59;19;8.4;1
2018-06-08 00:00;2018-06-08 23:59;19;9.2;1
2018-06-09 00:00;2018-06-09 23:59;19;10.6;1
2018-06-10 00:00;2018-06-10 23:59;26;12.8;1
2018-06-11 00:00;2018-06-11 23:59;12;13.8;1
2018-06-12 00:00;2018-06-12 23:59;17;11.4;1
2018-06-13 00:00;2018-06-13 23:59;16;9.9;1
2018-06-14 00:00;2018-06-14 23:59;16;9.8;1
2018-06-15 00:00;2018-06-15 23:59;19;13.4;1
2018-06-16 00:00;2018-06-16 23:59;18;13.6;1
2018-06-17 00:00;2018-06-17 23:59;17;15.2;1
2018-06-18 00:00;2018-06-18 23:59;17;10.7;1
2018-06-19 00:00;2018-06-19 23:59;20;4.2;1
2018-06-20 00:00;2018-06-20 23:59;17;10.3;1
2018-06-21 00:00;2018-06-21 23:59;14;10.1;1
2018-06-22 00:00;2018-06-22 23:59;9;7.6;1
2018-06-23 00:00;2018-06-23 23:59;11;7.8;1
2018-06-24 00:00;2018-06-24 23:59;10;13.7;1
2018-06-25 00:00;2018-06-25 23:59;6;14.8;1
2018-06-26 00:00;2018-06-26 23:59;8;16.6;1
2018-06-27 00:00;2018-06-27 23:59;8;16.0;1
2018-06-28 00:00;2018-06-28 23:59;9;11.7;1
2018-06-29 00:00;2018-06-29 23:59;10;12.5;1
2018-06-30 00:00;2018-06-30 23:59;17;13.2;1
2018-07-01 00:00;2018-07-01 23:59;9;14.4;1
2018-07-02 00:00;2018-07-02 23:59;5;16.2;1
2018-07-03 00:00;2018-07-03 23:59;6;17.0;1
2018-07-04 00:00;2018-07-04 23:59;6;14.6;1
2018-07-05 00:00;2018-07-05 23:59;6;16.5;1
2018-07-06 00:00;2018-07-06 23:59;9;18.5;1
2018-07-07 00:00;2018-07-07 23:59;5;14.6;1
2018-07-08 00:00;2018-07-08 23:59;6;17.6;1
2018-07-09 00:00;2018-07-09 23:59;6;19.9;1
2018-07-10 00:00;2018-07-10 23:59;5;21.3;1
2018-07-11 00:00;2018-07-11 23:59;6;20.6;1
2018-07-12 00:00;2018-07-12 23:59;14;19.5;1
2018-07-13 00:00;2018-07-13 23:59;11;19.9;1
2018-07-14 00:00;2018-07-14 23:59;7;20.2;1
2018-07-15 00:00;2018-07-15 23:59;5;21.8;1
2018-07-16 00:00;2018-07-16 23:59;6;20.8;1
2018-07-17 00:00;2018-07-17 23:59;9;21.2;1
2018-07-18 00:00;2018-07-18 23:59;13;22.7;1
2018-07-19 00:00;2018-07-19 23:59;5;22.8;1
2018-07-20 00:00;2018-07-20 23:59;9;22.7;1
2018-07-21 00:00;2018-07-21 23:59;5;21.9;1
2018-07-22 00:00;2018-07-22 23:59;6;20.9;1
2018-07-23 00:00;2018-07-23 23:59;6;18.6;1
2018-07-24 00:00;2018-07-24 23:59;6;22.0;1
2018-07-25 00:00;2018-07-25 23:59;10;23.1;1
2018-07-26 00:00;2018-07-26 23:59;10;20.3;1
2018-07-27 00:00;2018-07-27 23:59;8;19.1;1
2018-07-28 00:00;2018-07-28 23:59;15;18.9;1
2018-07-29 00:00;2018-07-29 23:59;11;20.3;1
2018-07-30 00:00;2018-07-30 23:59;9;21.9;1
2018-07-31 00:00;2018-07-31 23:59;11;23.2;1
2018-08-01 00:00;2018-08-01 23:59;8;23.5;1
2018-08-02 00:00;2018-08-02 23:59;6;23.5;1
2018-08-03 00:00;2018-08-03 23:59;7;20.1;1
